,Ensembl,Symbol,s28mo_AR_M-s22mo_AR_M_logFC,s28mo_AR_M-s22mo_AR_M_logCPM,s28mo_AR_M-s22mo_AR_M_LR,s28mo_AR_M-s22mo_AR_M_PValue,s28mo_AR_M-s22mo_AR_M_Status,s28mo_AR_M-s22mo_AR_M_Status,Description
9702,ENSMUSG00000045282,Tmem86b,-0.3382968316,0.18460614,1.1179771133493,0.2903544510518639,0.8734844977643894,NS,transmembrane protein 86B
9903,ENSMUSG00000046865,Fbl,-0.1324430802,3.86358819,1.1206582361439,0.2897767628291572,0.8734844977643894,NS,fibrillarin
10249,ENSMUSG00000049577,Zfpm1,-0.2235996364,2.40990194,1.1131821266852,0.2913912694337393,0.8734844977643894,NS,"zinc finger protein, multitype 1"
11927,ENSMUSG00000068396,Rpl34-ps1,0.2135175851,2.26879295,1.1163805915497,0.29069914314407985,0.8734844977643894,NS,"ribosomal protein L34, pseudogene 1"
12181,ENSMUSG00000072572,Slc39a2,-0.3508341089,0.09362983,1.118885377258,0.2901585876751278,0.8734844977643894,NS,"solute carrier family 39 (zinc transporter), member 2"
12646,ENSMUSG00000079478,Znrd2,-0.1387827552,3.70068991,1.1148579201473,0.29102837713572766,0.8734844977643894,NS,zinc ribbon domain containing 2
12664,ENSMUSG00000079588,Tmem182,-0.1163654361,8.1132034,1.1160431309245,0.29077206832794145,0.8734844977643894,NS,transmembrane protein 182
12720,ENSMUSG00000082044,Snrpert,-0.4077246241,-0.21613497,1.1234680448711,0.2891729178714224,0.8734844977643894,NS,"small nuclear ribonucleoprotein E, pseudogene"
13440,ENSMUSG00000097585,E230029C05Rik,0.4109615412,-0.06885409,1.1224940895119,0.2893820451481431,0.8734844977643894,NS,RIKEN cDNA E230029C05 gene
13492,ENSMUSG00000097908,4933404O12Rik,0.2457570207,2.05983297,1.1132394391325,0.29137884891691884,0.8734844977643894,NS,RIKEN cDNA 4933404O12 gene
13721,ENSMUSG00000104279,Gm38300,-0.37520184090000003,-0.02642792,1.1131162005426,0.2914055575106681,0.8734844977643894,NS,"predicted gene, 38300"
13763,ENSMUSG00000105362,Gm43474,-0.2439930145,1.68746689,1.1201421731397,0.28988784245172283,0.8734844977643894,NS,predicted gene 43474
13785,ENSMUSG00000105881,4932422M17Rik,-0.2280424711,2.17314074,1.1172856837594,0.2905036680045682,0.8734844977643894,NS,RIKEN cDNA 4932422M17 gene
14024,ENSMUSG00000111128,Gm49338,-0.1515212596,3.39431619,1.1157669830074,0.2908317612051241,0.8734844977643894,NS,"predicted gene, 49338"
6267,ENSMUSG00000031482,Slc25a15,-0.1745399179,3.4120464,1.1126089719076,0.29151551834435196,0.8736012603104572,NS,"solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15"
7931,ENSMUSG00000037287,Tbcel,-0.1179297343,4.64408285,1.1123291121875,0.2915762111079175,0.8736012603104572,NS,tubulin folding cofactor E-like
10526,ENSMUSG00000051978,Erich1,-0.2581938278,1.20576494,1.112092307706,0.2916275791438722,0.8736012603104572,NS,glutamate rich 1
10360,ENSMUSG00000050503,Fbxl22,-0.2419234978,2.30338515,1.1116966231977,0.29171343748973033,0.873675642490163,NS,F-box and leucine-rich repeat protein 22
559,ENSMUSG00000004319,Clcn3,-0.1107956323,5.75225701,1.1099771603796,0.2920869134144985,0.8737377395031474,NS,"chloride channel, voltage-sensitive 3"
1419,ENSMUSG00000017781,Pitpna,0.1275127136,6.9684838,1.1055431809274,0.2930528180965243,0.8737377395031474,NS,"phosphatidylinositol transfer protein, alpha"
1610,ENSMUSG00000019505,Ubb,-0.1411108213,9.70879419,1.1054018883738,0.29308366453667306,0.8737377395031474,NS,ubiquitin B
1771,ENSMUSG00000020098,Pcbd1,-0.6161521476,-0.55688398,1.1064117051611,0.29286329639820163,0.8737377395031474,NS,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha
2009,ENSMUSG00000020591,Ntsr2,0.3037199388,0.75858637,1.1058613656866,0.2929833684335524,0.8737377395031474,NS,neurotensin receptor 2
2223,ENSMUSG00000021038,Vipas39,-0.1689647715,3.05522412,1.1088617511558,0.2923295124467482,0.8737377395031474,NS,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog"
2657,ENSMUSG00000022106,Rcbtb2,-0.1445452286,3.67180704,1.1106622884591,0.2919380270409577,0.8737377395031474,NS,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2
2914,ENSMUSG00000022676,Snai2,0.4539915143,0.10046269,1.1050781557708,0.2931543562300025,0.8737377395031474,NS,snail family zinc finger 2
3648,ENSMUSG00000025007,Aldh18a1,0.2699137599,1.36618997,1.1064735224384,0.2928498131499388,0.8737377395031474,NS,"aldehyde dehydrogenase 18 family, member A1"
4509,ENSMUSG00000027173,Depdc7,-0.2758805996,1.02279592,1.1043347344874,0.2933167755428565,0.8737377395031474,NS,DEP domain containing 7
5478,ENSMUSG00000029348,Asphd2,0.5181236609,-0.59577592,1.1051177939038,0.29314569949965924,0.8737377395031474,NS,aspartate beta-hydroxylase domain containing 2
5750,ENSMUSG00000030084,Plxna1,0.1110230816,4.53167715,1.1064191395413,0.29286167480967906,0.8737377395031474,NS,plexin A1
6104,ENSMUSG00000031021,Tmem9b,-0.1126253484,4.91537893,1.1054505369113,0.2930730433088807,0.8737377395031474,NS,"TMEM9 domain family, member B"
6205,ENSMUSG00000031337,Mtm1,-0.1411517898,3.79570434,1.1056589556027001,0.29302754571370143,0.8737377395031474,NS,X-linked myotubular myopathy gene 1
6609,ENSMUSG00000032239,Rp9,0.1322391773,4.97031265,1.1070568371158,0.2927226227803243,0.8737377395031474,NS,retinitis pigmentosa 9 (human)
6876,ENSMUSG00000032899,Styk1,-0.4068324923,-0.21735882,1.1103146514715,0.29201356052413424,0.8737377395031474,NS,serine/threonine/tyrosine kinase 1
7082,ENSMUSG00000033777,Tlr13,0.5319220502,-0.79628429,1.1080591595125,0.2925042335981298,0.8737377395031474,NS,toll-like receptor 13
7864,ENSMUSG00000037029,Zfp146,-0.1143630703,4.35283372,1.1058540894656,0.2929849563672464,0.8737377395031474,NS,zinc finger protein 146
7925,ENSMUSG00000037262,Kin,-0.1858819274,2.50339345,1.1099894556556,0.29208424065235405,0.8737377395031474,NS,Kin17 DNA and RNA binding protein
7976,ENSMUSG00000037419,Endod1,0.2177988371,2.18011609,1.1044797820809,0.2932850771693249,0.8737377395031474,NS,endonuclease domain containing 1
8562,ENSMUSG00000039410,Prdm16,0.2165232406,1.97509821,1.1097582483786,0.292134506002407,0.8737377395031474,NS,PR domain containing 16
8688,ENSMUSG00000039910,Cited2,-0.1746637783,5.27651861,1.1057450560785,0.29300875270007204,0.8737377395031474,NS,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2"
11431,ENSMUSG00000061032,Rrp1,-0.109946493,6.26070336,1.1043153606787,0.29332100978290904,0.8737377395031474,NS,ribosomal RNA processing 1
11477,ENSMUSG00000061544,Zfp229,0.2156611449,2.138512,1.1084559136042,0.2924178450707452,0.8737377395031474,NS,zinc finger protein 229
12763,ENSMUSG00000084319,Tpt1-ps3,-0.1194881896,4.70354563,1.1064681869188,0.29285097687317707,0.8737377395031474,NS,"tumor protein, translationally-controlled, pseudogene 3"
13760,ENSMUSG00000105339,Gm42457,-0.4772464937,-0.6709142,1.1055388206411,0.29305376995517696,0.8737377395031474,NS,predicted gene 42457
782,ENSMUSG00000006423,Steep1,0.1367847106,3.66404179,1.1036222975989,0.29347253351214264,0.8739040925914396,NS,STING1 ER exit protein 1
829,ENSMUSG00000006850,Tmco6,-0.1748585099,3.18337175,1.1015725960084,0.29392124410235776,0.8739040925914396,NS,transmembrane and coiled-coil domains 6
1243,ENSMUSG00000015575,Atp6v0e,-0.140393073,3.94134864,1.1023701671435,0.29374653951610913,0.8739040925914396,NS,"ATPase, H+ transporting, lysosomal V0 subunit E"
1255,ENSMUSG00000015711,Prune1,-0.1334311309,6.60549681,1.1007143746876,0.2941093823767502,0.8739040925914396,NS,prune exopolyphosphatase
2599,ENSMUSG00000021973,Micu2,-0.1136209851,5.81824508,1.1023691404242,0.2937467643292237,0.8739040925914396,NS,mitochondrial calcium uptake 2
2697,ENSMUSG00000022201,Zfr,0.1241541478,5.8593694,1.101244316029,0.2939931910635328,0.8739040925914396,NS,zinc finger RNA binding protein
6042,ENSMUSG00000030826,Bcat2,-0.1619652445,5.88513135,1.1016581948494,0.2939024876711681,0.8739040925914396,NS,"branched chain aminotransferase 2, mitochondrial"
7356,ENSMUSG00000034854,Mfsd12,0.2192364005,2.29613416,1.1009736375135,0.29405253084266864,0.8739040925914396,NS,major facilitator superfamily domain containing 12
10276,ENSMUSG00000049764,Zfp280b,0.1430732404,3.52024788,1.1021342509284,0.2937982021262703,0.8739040925914396,NS,zinc finger protein 280B
11106,ENSMUSG00000057506,Bloc1s2,-0.1705208722,3.12717792,1.1013938281911,0.293960420673492,0.8739040925914396,NS,"biogenesis of lysosomal organelles complex-1, subunit 2"
11204,ENSMUSG00000058624,Gda,0.1406195786,3.48892063,1.103083648603,0.2935903669744293,0.8739040925914396,NS,guanine deaminase
12198,ENSMUSG00000072770,Acrbp,0.2825752503,0.95578912,1.1008263289604,0.2940848311536509,0.8739040925914396,NS,proacrosin binding protein
3060,ENSMUSG00000023009,Nckap5l,0.2332851779,1.74973113,1.1002614438276,0.29420873547887494,0.874017899380696,NS,NCK-associated protein 5-like
3204,ENSMUSG00000023977,Ubr2,-0.1119512935,7.15415657,1.0995529371141,0.2943642368473555,0.8741170741976232,NS,ubiquitin protein ligase E3 component n-recognin 2
14316,ENSMUSG00002076161,Rn7sk,-0.3971768541,0.09356778,1.0996084161963,0.2943520566346035,0.8741170741976232,NS,"RNA, 7SK, nuclear"
8826,ENSMUSG00000040429,Mterf1a,-0.3891321104,-0.29074778,1.0991641504471,0.2944496115255656,0.8741892655744499,NS,mitochondrial transcription termination factor 1a
4784,ENSMUSG00000027823,Gmps,-0.1082685431,4.80550084,1.0974959291453,0.29481630064735026,0.8749150414733554,NS,guanine monophosphate synthetase
12704,ENSMUSG00000081272,Ap2m1-ps,0.2653775562,1.14123559,1.097647189148,0.29478302832523096,0.8749150414733554,NS,"adaptor-related protein complex 2, mu 1 subunit, pseudogene"
8627,ENSMUSG00000039682,Lap3,-0.1099188642,5.6794032,1.0964382314635,0.2950490944813508,0.8753866327443779,NS,leucine aminopeptidase 3
8660,ENSMUSG00000039795,Zfand1,-0.1720674096,2.85397072,1.0959408227256,0.2951586529936513,0.8753866327443779,NS,"zinc finger, AN1-type domain 1"
13632,ENSMUSG00000102101,Zbtb11os1,-0.209851874,2.48755208,1.0961419148525,0.295114354464969,0.8753866327443779,NS,"zinc finger and BTB domain containing 11, opposite strand 1"
4967,ENSMUSG00000028234,Rps20,-0.1271596207,7.6588261,1.0956413905636,0.295224630608713,0.8754009552183796,NS,ribosomal protein S20
3857,ENSMUSG00000025505,Tmem80,-0.1515649206,3.60826996,1.0950499971289,0.29535499520836384,0.875606152703031,NS,transmembrane protein 80
3150,ENSMUSG00000023723,Mrps23,-0.10897918,5.84920878,1.0938953126398,0.2956097423120275,0.875998565708753,NS,mitochondrial ribosomal protein S23
7749,ENSMUSG00000036580,Spg20,-0.1219016007,5.2856656,1.0940144251317,0.2955834506287203,0.875998565708753,NS,"spastic paraplegia 20, spartin (Troyer syndrome) homolog (human)"
958,ENSMUSG00000009394,Syn2,0.537449204,0.67292909,1.0868849556301,0.2971624339942611,0.8761584938403506,NS,synapsin II
1947,ENSMUSG00000020456,Ogdh,-0.1132998349,9.92562811,1.087156036457,0.29710219932897863,0.8761584938403506,NS,oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)
3090,ENSMUSG00000023072,Cep89,-0.1903708271,2.66455355,1.0886443743966,0.29677176693652835,0.8761584938403506,NS,centrosomal protein 89
3650,ENSMUSG00000025010,Ccnj,0.2063278444,1.92706477,1.0898267357078,0.29650960181654035,0.8761584938403506,NS,cyclin J
4797,ENSMUSG00000027852,Nras,0.1319544065,4.41618268,1.0867440733615,0.29719374448789765,0.8761584938403506,NS,neuroblastoma ras oncogene
5085,ENSMUSG00000028497,Hacd4,0.2338972474,1.64824894,1.0883098609121,0.2968459926264494,0.8761584938403506,NS,3-hydroxyacyl-CoA dehydratase 4
5432,ENSMUSG00000029217,Tec,-0.2207639531,2.12413178,1.0870324041332,0.2971296687176789,0.8761584938403506,NS,tec protein tyrosine kinase
5548,ENSMUSG00000029486,Mrpl1,-0.108123769,4.4467513,1.0885832842886,0.29678532053281576,0.8761584938403506,NS,mitochondrial ribosomal protein L1
6432,ENSMUSG00000031823,Zdhhc7,-0.1164356811,4.97851472,1.0897102684963,0.29653541290948143,0.8761584938403506,NS,"zinc finger, DHHC domain containing 7"
7480,ENSMUSG00000035370,Gm49322,0.4472753356,0.01959581,1.092804569097,0.29585064144074186,0.8761584938403506,NS,"predicted gene, 49322"
7577,ENSMUSG00000035845,Alg12,-0.2190961488,1.8479886700000001,1.0917778443255,0.2960776315275606,0.8761584938403506,NS,"asparagine-linked glycosylation 12 (alpha-1,6-mannosyltransferase)"
7882,ENSMUSG00000037104,Socs5,0.1358961539,4.13003344,1.0909733584069,0.2962556447276038,0.8761584938403506,NS,suppressor of cytokine signaling 5
8796,ENSMUSG00000040312,Cchcr1,0.2872374453,0.76528953,1.0905860295215,0.29634140015827226,0.8761584938403506,NS,coiled-coil alpha-helical rod protein 1
9142,ENSMUSG00000041769,Ppp2r2d,-0.1103599427,5.48690132,1.0868051351338,0.2971801732449809,0.8761584938403506,NS,"protein phosphatase 2, regulatory subunit B, delta"
9366,ENSMUSG00000042709,Atpaf2,-0.119220823,4.12526934,1.0884604218708,0.2968125814855887,0.8761584938403506,NS,ATP synthase mitochondrial F1 complex assembly factor 2
9567,ENSMUSG00000044303,Cdkn2a,0.400945667,-0.04304821,1.0901331137599,0.2964417170488971,0.8761584938403506,NS,cyclin dependent kinase inhibitor 2A
9661,ENSMUSG00000045007,Tubg2,0.3275083702,0.20226425,1.0925109143136,0.29591554035928613,0.8761584938403506,NS,"tubulin, gamma 2"
9906,ENSMUSG00000046879,Irgm1,-0.1383851212,3.70871034,1.0906590084104,0.2963252400445803,0.8761584938403506,NS,immunity-related GTPase family M member 1
10318,ENSMUSG00000050103,Agmo,0.2876898117,0.90992874,1.0878144838706,0.29695595633857674,0.8761584938403506,NS,alkylglycerol monooxygenase
10657,ENSMUSG00000053063,Clec12a,0.4058764433,-0.13501203,1.090262569436,0.29641303930043295,0.8761584938403506,NS,"C-type lectin domain family 12, member a"
10908,ENSMUSG00000055538,Zcchc24,-0.1566003907,6.86194583,1.0869671607577,0.2971441662055969,0.8761584938403506,NS,"zinc finger, CCHC domain containing 24"
10997,ENSMUSG00000056459,Zbtb25,-0.214235341,2.05671548,1.0899111757493,0.2964908902854224,0.8761584938403506,NS,zinc finger and BTB domain containing 25
11539,ENSMUSG00000062184,Hs6st2,0.2106448852,2.81159545,1.0888311192434,0.29673034020640454,0.8761584938403506,NS,heparan sulfate 6-O-sulfotransferase 2
11910,ENSMUSG00000068220,Lgals1,0.114579218,6.79469594,1.0900564220009,0.29645870791690637,0.8761584938403506,NS,"lectin, galactose binding, soluble 1"
12278,ENSMUSG00000073678,Pgap1,-0.2285460752,2.02625778,1.0867987444611,0.2971815935623464,0.8761584938403506,NS,post-GPI attachment to proteins 1
5044,ENSMUSG00000028426,Rad23b,-0.1181682123,7.08760484,1.0850184325074,0.29757760484822054,0.8762774136243668,NS,"RAD23 homolog B, nucleotide excision repair protein"
5174,ENSMUSG00000028693,Nasp,-0.1603211151,3.30573972,1.0846369496262,0.297662549766366,0.8762774136243668,NS,nuclear autoantigenic sperm protein (histone-binding)
7146,ENSMUSG00000034066,Farp2,-0.1406697577,3.48156654,1.0849681626255,0.29758879667814225,0.8762774136243668,NS,"FERM, RhoGEF and pleckstrin domain protein 2"
10141,ENSMUSG00000048720,Tbc1d12,0.1917606855,2.43234705,1.0848927234639,0.297605593082422,0.8762774136243668,NS,"TBC1D12: TBC1 domain family, member 12"
10227,ENSMUSG00000049411,Tmem241,0.2805896356,0.87765154,1.0851485607116,0.2975486362796248,0.8762774136243668,NS,transmembrane protein 241
12332,ENSMUSG00000074218,Cox7a1,-0.1276152291,7.58704866,1.0858769275102,0.2973865573130047,0.8762774136243668,NS,cytochrome c oxidase subunit 7A1
12958,ENSMUSG00000086903,Hotair,-0.3245135581,0.28912093,1.0851041670631,0.2975585185914225,0.8762774136243668,NS,HOX transcript antisense RNA (non-protein coding)
352,ENSMUSG00000002603,Tgfb1,0.1863311273,2.70075267,1.0819888074977,0.2982530718886601,0.8763474052978549,NS,"transforming growth factor, beta 1"
1268,ENSMUSG00000015790,Surf1,-0.1184626977,4.48380841,1.0813678216248,0.2983917663992687,0.8763474052978549,NS,surfeit gene 1
1399,ENSMUSG00000017692,Rhbdl3,0.1674725281,2.93909864,1.0839146160922,0.2978234773469888,0.8763474052978549,NS,rhomboid like 3
4067,ENSMUSG00000026094,Stk17b,0.1912205382,2.72772225,1.0795406150619,0.2988003462608322,0.8763474052978549,NS,serine/threonine kinase 17b (apoptosis-inducing)
4353,ENSMUSG00000026779,Mastl,-0.4630006597,-0.63149598,1.0811703489061,0.29843588844906566,0.8763474052978549,NS,microtubule associated serine/threonine kinase-like
4538,ENSMUSG00000027224,Duoxa1,0.4164925834,-0.09487227,1.079832500497,0.29873502979345135,0.8763474052978549,NS,dual oxidase maturation factor 1
5365,ENSMUSG00000029093,Sorcs2,0.26216268659999997,1.61596584,1.0812743785307,0.29841264368543596,0.8763474052978549,NS,sortilin-related VPS10 domain containing receptor 2
5764,ENSMUSG00000030105,Arl8b,-0.1109795425,6.71473394,1.0790480286873,0.2989106160987305,0.8763474052978549,NS,ADP-ribosylation factor-like 8B
6656,ENSMUSG00000032330,Cox7a2,-0.1174051755,6.60812463,1.0807734895766,0.2985245855424028,0.8763474052978549,NS,cytochrome c oxidase subunit 7A2
8250,ENSMUSG00000038372,Gmds,0.3333988145,0.42098069,1.0799513018785,0.2987084503509046,0.8763474052978549,NS,"GDP-mannose 4, 6-dehydratase"
8417,ENSMUSG00000038888,Ctu1,0.2377771602,1.61817363,1.080954656381,0.29848409099975826,0.8763474052978549,NS,cytosolic thiouridylase subunit 1
9056,ENSMUSG00000041361,Myzap,0.197011515,2.2990196,1.0836774787579,0.2978763331771026,0.8763474052978549,NS,myocardial zonula adherens protein
9161,ENSMUSG00000041849,Card6,0.2575620959,1.77981212,1.0803732267908,0.2986140776286025,0.8763474052978549,NS,"caspase recruitment domain family, member 6"
11185,ENSMUSG00000058407,Txndc9,-0.1093150398,4.54137784,1.0797369540219,0.2987564086203565,0.8763474052978549,NS,thioredoxin domain containing 9
11776,ENSMUSG00000066113,Adamtsl1,0.2314383759,1.85833282,1.0797099876402,0.298762442789766,0.8763474052978549,NS,ADAMTS-like 1
11875,ENSMUSG00000067719,Gm10221,-0.1993277382,2.2477641,1.0819170144605,0.29826910231686926,0.8763474052978549,NS,predicted gene 10221
11972,ENSMUSG00000069114,Zbtb10,-0.1736320187,3.11837466,1.0833705149907,0.29794477060368657,0.8763474052978549,NS,zinc finger and BTB domain containing 10
12336,ENSMUSG00000074238,Ap1ar,0.1112427741,5.34244367,1.0810657153438,0.29845927050654997,0.8763474052978549,NS,adaptor-related protein complex 1 associated regulatory protein
12463,ENSMUSG00000075600,Zc3h3,-0.192230996,2.91266182,1.0792913976827,0.2988561292467887,0.8763474052978549,NS,zinc finger CCCH type containing 3
14268,ENSMUSG00000118030,Gm50163,-0.2049595274,2.16978094,1.0791620091348,0.29888509590951023,0.8763474052978549,NS,"predicted gene, 50163"
747,ENSMUSG00000006154,Eps8l1,-0.3456090008,1.96333531,1.0786751230948,0.29899412913784024,0.8764127667357331,NS,EPS8-like 1
2647,ENSMUSG00000022092,Ppp3cc,-0.1166384616,4.51002115,1.0772471871284,0.2993141962138619,0.8767250693031542,NS,"protein phosphatase 3, catalytic subunit, gamma isoform"
4645,ENSMUSG00000027470,Mylk2,0.1554615059,10.5093574,1.0776585323162,0.29922194938697766,0.8767250693031542,NS,"myosin, light polypeptide kinase 2, skeletal muscle"
7122,ENSMUSG00000033964,Zbtb41,-0.1464766363,3.5978824,1.0762829741301,0.2995305706866123,0.8767250693031542,NS,zinc finger and BTB domain containing 41
8265,ENSMUSG00000038417,Fig4,0.1469678049,3.45825068,1.0771061921009,0.29934582368320645,0.8767250693031542,NS,FIG4 phosphoinositide 5-phosphatase
8801,ENSMUSG00000040327,Cul9,-0.1078877288,5.25294081,1.0760156259762,0.2995906006587755,0.8767250693031542,NS,cullin 9
9249,ENSMUSG00000042275,Pelo,-0.1427037022,3.47579863,1.0769389754101,0.2993833386704901,0.8767250693031542,NS,pelota mRNA surveillance and ribosome rescue factor
10454,ENSMUSG00000051323,Pcdh19,0.2602162416,2.21286184,1.0762247212298,0.29954364939048533,0.8767250693031542,NS,protocadherin 19
12121,ENSMUSG00000071359,Tbpl1,-0.1475055551,3.73555154,1.0765334299514,0.299474347736828,0.8767250693031542,NS,TATA box binding protein-like 1
